row_id,sentiment_text,ground_truth,final_text_original,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence,swn_sentiment
171,"ok... WHY DO I AGREE WITH #MTG!? WHY IS SHE MAKING TOTAL SENSE (almost, because of the going to heaven bs)!? AM I OK? #iran #iranwar #marjorietaylorgreene #internationallaw #politics https://youtu.be/EvKcHHWhqvs",positive,"ok... why do i agree with #mtg!? why is she making total sense (almost, because of the going to heaven bs)!? am i ok? #iran #iranwar #marjorietaylorgreene #internationallaw #politics",neutral,0.0,1.0,Positive
172,Airline grounds all Dubai flights as British expats fight to leave region  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/airline-grounds-dubai-flights-british-expats-fight-leave-region-27276640/,neutral,airline grounds all dubai flights as british expats fight to leave region,neutral,0.0,0.0,Neutral
173,@redglobal How is it possible to make out the markings and flags on the stuff that is flying so high? Is there any proof that they are actually #Israeli or #US? #Geopolitics #IranWar #Iran,neutral,@redglobal how is it possible to make out the markings and flags on the stuff that is flying so high? is there any proof that they are actually #israeli or #us? #geopolitics #iranwar #iran,neutral,0.0,0.0,Neutral
174,#IranWar #uspolitics #politicsgirl Politics Girl short on how the war in Iran is going. I believe she is correct. I am so disappointed in the us congress that did not vote to stop this insanity.https://youtube.com/shorts/rXnGwd0TDpE?is=hBgHZLvT2EITg2ec,negative,#iranwar #uspolitics #politicsgirl politics girl short on how the war in iran is going. i believe she is correct. i am so disappointed in the us congress that did not vote to stop this insanity.,negative,-0.4285714285714285,0.4285714285714285,Neutral
175,RE: https://journa.host/@ScottLucas/116186718091385958Lebanese Health Ministry: 16 people were killed and 35 wounded by #Israel strikes on the Baalbek district of eastern #Lebanon overnight#IranWar,negative,re: health ministry: 16 people were killed and 35 wounded by #israel strikes on the baalbek district of eastern #lebanon overnight#iranwar,negative,-1.0,1.0,Neutral
176,"RE: https://journa.host/@ScottLucas/116186718091385958#SaudiArabia Defense Minister on #Iran retaliation: ""Such actions undermine regional security and stability. I hope that the Iranian side will exercise wisdom and avoid miscalculation""#IranWar #Israel",neutral,"re: defense minister on #iran retaliation: ""such actions undermine regional security and stability. i hope that the iranian side will exercise wisdom and avoid miscalculation""#iranwar #israel",neutral,0.0,1.0,Neutral
177,"RE: https://journa.host/@ScottLucas/116186718091385958#Iran President Pezeshkian responds to #DonaldTrump demand on social media for ""UNCONDITIONAL SURRENDER""The demand is a “dream that they should to take to their grave”Apologizes for Iran attacks on Gulf States - But they continue on Saturday morning#IranWar #Israel",neutral,"re: president pezeshkian responds to #donaldtrump demand on social media for ""unconditional surrender""the demand is a “dream that they should to take to their grave”apologizes for iran attacks on gulf states - but they continue on saturday morning#iranwar #israel",negative,-0.3333333333333333,0.3333333333333333,Neutral
178,EA on TVP World: From #Ukraine to #Iran and Back Again (Scott Lucas with Sascha Fahrbach)#UkraineWar #Russia #IranWarhttps://eaworldview.com/2026/03/ukraine-to-iran-and-back-again/,neutral,ea on tvp world: from #ukraine to #iran and back again (scott lucas with sascha fahrbach)#ukrainewar #russia #iranwar,neutral,0.0,0.0,Neutral
179,Pentagon acknowledges tough quest to counter Iranian dronesTrump administration o…#NewsBeep #News #Headlines #BradCooper #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #DanCaine #defensedepartment #Drones #Iran #iranwar #IslamicRepublic #IslamicRevolutionaryGuardCorps #mideast #military-times #Pentagon #PeteHegseth #shahed-136 #Ukraine #unmanned #Worldhttps://www.newsbeep.com/422395/,neutral,pentagon acknowledges tough quest to counter iranian dronestrump administration o…#newsbeep #news #headlines #bradcooper #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #dancaine #defensedepartment #drones #iran #iranwar #islamicrepublic #islamicrevolutionaryguardcorps #mideast #military-times #pentagon #petehegseth #shahed-136 #ukraine #unmanned #world,neutral,0.0,1.0,Neutral
180,"""US and Israeli airstrikes on #Tehran have so far failed to destroy Iran’s military command and control network, according to UK sources.Insiders at the Foreign Office believe the regime’s command structure has been weakened but remains intact despite the killing of Supreme Leader Ali Khamenei on Saturday."" #Iranwar https://www.standard.co.uk/news/world/us-israel-airstrikes-iran-military-command-trump-b1273876.html",neutral,"""us and israeli airstrikes on #tehran have so far failed to destroy iran’s military command and control network, according to uk sources.insiders at the foreign office believe the regime’s command structure has been weakened but remains intact despite the killing of supreme leader ali khamenei on saturday."" #iranwar",negative,-0.5555555555555556,0.5555555555555556,Neutral
181,The above in addition to broadcasts already in place:  24/7 5860 KWT  1430-1700z 13755 DHA 1700-1900z 12005 WOF 1900-2000z 9515 WOF 2000-2100z 5875 WOF  1430-2100z anywhere between 7460-7520 TAC  1500-1700z 1395 ERV  #shortwave #mediumwave #Iran #IranWar #WARINIRAN,neutral,the above in addition to broadcasts already in place: 24/7 5860 kwt 1430-1700z 13755 dha 1700-1900z 12005 wof 1900-2000z 9515 wof 2000-2100z 5875 wof 1430-2100z anywhere between 7460-7520 tac 1500-1700z 1395 erv #shortwave #mediumwave #iran #iranwar #wariniran,neutral,0.0,0.0,Neutral
182,"@SWL on Twente WebSDR chat has shared a schedule of yesterday's expansion of Radio Farda via #USAGM sites  PHT = Tinang, KWT = Kuwait  0300-0900z 21600 PHT 0900-1400z 17840 PHT 1400-2000z 11575 KWT 2000-0300z 9390 KWT  0200-1400z 9365 KWT 1400-0200z 7470 KWT  #shortwave #Iran #IranWar #WARINIRAN",neutral,"@swl on twente websdr chat has shared a schedule of yesterday's expansion of radio farda via #usagm sites pht = tinang, kwt = kuwait 0300-0900z 21600 pht 0900-1400z 17840 pht 1400-2000z 11575 kwt 2000-0300z 9390 kwt 0200-1400z 9365 kwt 1400-0200z 7470 kwt #shortwave #iran #iranwar #wariniran",neutral,0.0,0.0,Neutral
183,Day 8 of #IranWar: #US and #Israel Strikes “Turning #Tehran Into #Gaza”#Iran(h/t Deepa Parent of The Guardian)https://eaworldview.com/2026/03/us-israel-strikes-turning-tehran-into-gaza/,neutral,day 8 of #iranwar: #us and #israel strikes “turning #tehran into #gaza”#iran(h/t deepa parent of the guardian),neutral,0.0,0.0,Neutral
184,Missiles in the Gulf could dim the lights in Dhaka. #Bangladesh #Bangladesheconomy #BangladeshFinances #BangladeshRemittances #BangladeshTextileIndustry #HormuzStrait #IranWar #LNGPrices #Oilprices #SouthAsia https://iwpost.com/missiles-in-the-gulf-could-dim-the-lights-in-dhaka/?fsp_sid=3531,neutral,missiles in the gulf could dim the lights in dhaka. #bangladesh #bangladesheconomy #bangladeshfinances #bangladeshremittances #bangladeshtextileindustry #hormuzstrait #iranwar #lngprices #oilprices #southasia,negative,-1.0,1.0,Neutral
185,#Iranian Ballistic Missile hits #US Air Base in #SaudiArabia striking a US AN/TPY-2 radar for THAAD AD missile system#IranIsraelUSWar #IranWar,negative,#iranian ballistic missile hits #us air base in #saudiarabia striking a us an/tpy-2 radar for thaad ad missile system#iranisraeluswar #iranwar,positive,1.0,1.0,Neutral
186,#Bahraini people uprising against their government during #Iran war#IranWar,negative,#bahraini people uprising against their government during #iran war#iranwar,negative,-1.0,1.0,Neutral
187,"Somehow, I don&#39;t think US troops will survive Iran.Remember the Iran/Iraq War?Remember the mass casualties?Iran makes the Russian human wave infantry attacks look like a circus.They will die by the thousands to take out one US infantry company.Trump seriously fucked up, but he does this all the time.This time is more severe.IRGC is not some 20 year old Iraqi kid fresh out of bootcamp.They have been fighting Israel for years through Hezbollah and friends .No one wins#IranWar #trump",negative,"somehow, i don&#39;t think us troops will survive iran.remember the iran/iraq war?remember the mass casualties?iran makes the russian human wave infantry attacks look like a circus.they will die by the thousands to take out one us infantry company.trump seriously fucked up, but he does this all the time.this time is more severe.irgc is not some 20 year old iraqi kid fresh out of bootcamp.they have been fighting israel for years through hezbollah and friends .no one wins#iranwar #trump",negative,-0.1111111111111111,0.1111111111111111,Neutral
188,Pete Hagseth needs to be in prison for war crimes. #Iran #IranWar,negative,pete hagseth needs to be in prison for war crimes. #iran #iranwar,negative,-1.0,1.0,Negative
189,Pete Hagseth needs to be in prison for war crimes.  #Iran #IranWar,negative,pete hagseth needs to be in prison for war crimes. #iran #iranwar,negative,-1.0,1.0,Negative
190,no ceasefire on our agenda“A ceasefire is not on the Iranians’ agenda right now. A ceasefire may come after we’ve imposed costs…#NewsBeep #News #Headlines #Ceasefire #HassanAhmadian #iranwar #Israel #Worldhttps://www.newsbeep.com/422359/,neutral,no ceasefire on our agenda“a ceasefire is not on the iranians’ agenda right now. a ceasefire may come after we’ve imposed costs…#newsbeep #news #headlines #ceasefire #hassanahmadian #iranwar #israel #world,positive,1.0,1.0,Neutral
191,The Latest: Israel hammers Beirut and Tehran as Iran attacks more Israeli targetsGulf countries say they have intercepted more ballistic missiles and drones on Saturday as Iran launched another wave…#NewsBeep #News #BreakingNews #2024-2026Mideastwars #breakingnews #Dronesurveillanceandwarfare #Generalnews #iranwar #Israel #Militarytechnology #ML--Iran-US-The-Latest #Politics #Worldnewshttps://www.newsbeep.com/422354/,negative,the latest: israel hammers beirut and tehran as iran attacks more israeli targetsgulf countries say they have intercepted more ballistic missiles and drones on saturday as iran launched another wave…#newsbeep #news #breakingnews #2024-2026mideastwars #breakingnews #dronesurveillanceandwarfare #generalnews #iranwar #israel #militarytechnology #ml--iran-us-the-latest #politics #worldnews,negative,-1.0,1.0,Neutral
