row_id,sentiment_text,ground_truth,final_text_style_b,swn_sentiment
164,"@ojala But #Trump says he doesn’t care whether or not #Iran’s leader is democratically elected, in fact he’d be happy with a democratically elected leader. That’s why he wants to select the leader. He’s thought through it all very carefully.🤣🤣🤣 #IranWar",neutral,but say he doesnt care whether or not s leader be democratically elect in fact hed be happy with a democratically elect leader thats why he want to select the leader he think through it all very carefully,Neutral
165,"@wdlindsy RE#IranWar lack of planning will affect... the economyMaybe having a meeting ( Mar 1) with the top leaders in the same room shows they had no fear of being a martyr,  a strategy to hurt the people who voted MAGA in Nov. 2024#Iran knew Trump would break off negotiations. The two main US negotiators were amateurs. A real estate billionaire (Trump&#39;s NYC friend) and Trump&#39;s son-in-law.",neutral,re lack of planning will affect the economymaybe have a meeting mar with the top leader in the same room show they have no fear of be a martyr a strategy to hurt the people who vote maga in nov knew trump would break off negotiation the two main u negotiator be amateurs a real estate billionaire trump nyc friend and trump soninlaw,Neutral
166,Iran&#39;s Apology to Gulf States Masks Hard Line on Surrender#IranWar #MiddleEast #Dubai #Geopolitics #AusNewshttps://thedailyperspective.org/article/2026-03-07-irans-apology-to-gulf-states-masks-hard-line-on-surrender-7b0c2356,negative,iran apology to gulf state masks hard line on surrender thedailyperspectiveorgarticleiransapologytogulfstatesmaskshardlineonsurrenderbc,Negative
167,"RE: https://journa.host/@ScottLucas/116186718091385958Videos: #Trump Admin dismisses reports that #R ussia providing #Iran w intell to target US military personnelPress Secretary Leavitt: ""Whether or not this happened, frankly, it does not really matter#Trump: ""What a stupid question to be asking at this time""#IranWar #Israel #TrumpRussia",negative,httpsjournahostvideos admin dismisses report that ussia provide w intell to target u military personnelpress secretary leavitt whether or not this happen frankly it do not really matter what a stupid question to be ask at this time,Neutral
168,"Visual misinformation about Iran war fueled by state actorsAs attacks spread after the bombing of Iran by U.S. and Israeli forces, a video circulated widely of…#NewsBeep #News #Headlines #APTopNews #ArtificialIntelligence #Censorship #Generalnews #Iran #Irangovernment #iranwar #MelanieSmith #Misinformation #NikitaBierX #Technology #ToddHelmus #Warandunrest #Washingtonnews #World #Worldnewshttps://www.newsbeep.com/422510/",negative,visual misinformation about iran war fuel by state actorsas attack spread after the bombing of iran by u and israeli force a video circulate widely of wwwnewsbeepcom,Neutral
169,"Analysis: &quot;Israel planned this war on Iran for 40 years.&quot;&quot;This combined effort allows us to do what I have hoped to achieve for 40 years: to crush the regime of terror completely. That&#39;s my promise &amp; this is what is going to happen&quot; ~Netanyahu&quot;For 40 years, each year has been proclaimed the very last opportunity to stop the &quot;mad mullahs&quot; from obtaining a bomb – a bomb that never materialised.&quot;~Jonathan Cookhttps://www.middleeasteye.net/opinion/israel-planned-war-iran-40-years-everything-else-smoke-screen #USPol #EUPol #IranWar #USIsraeliCrimes .",negative,analysis israel plan this war on iran for yearsthis combine effort allow u to do what i have hop to achieve for year to crush the regime of terror completely thats my promise amp this be what be go to happen netanyahufor year each year have be proclaim the very last opportunity to stop the mad mullah from obtain a bomb a bomb that never materialisedjonathan cookhttpswwwmiddleeasteyenetopinionisraelplannedwariranyearseverythingelsesmokescreen,Neutral
170,Let’s hope for that 🙏#dubai #iran #IranWar,neutral,let hope for that,Neutral
171,"ok... WHY DO I AGREE WITH #MTG!? WHY IS SHE MAKING TOTAL SENSE (almost, because of the going to heaven bs)!? AM I OK? #iran #iranwar #marjorietaylorgreene #internationallaw #politics https://youtu.be/EvKcHHWhqvs",positive,ok why do i agree with why be she make total sense almost because of the go to heaven b be i ok httpsyoutubeevkchhwhqvs,Positive
172,Airline grounds all Dubai flights as British expats fight to leave region  https://fed.brid.gy/r/https://metro.co.uk/2026/03/07/airline-grounds-dubai-flights-british-expats-fight-leave-region-27276640/,neutral,airline ground all dubai flight a british expat fight to leave region httpsfedbridgyrhttpsmetrocoukairlinegroundsdubaiflightsbritishexpatsfightleaveregion,Neutral
173,@redglobal How is it possible to make out the markings and flags on the stuff that is flying so high? Is there any proof that they are actually #Israeli or #US? #Geopolitics #IranWar #Iran,neutral,how be it possible to make out the marking and flag on the stuff that be fly so high be there any proof that they be actually or,Neutral
174,#IranWar #uspolitics #politicsgirl Politics Girl short on how the war in Iran is going. I believe she is correct. I am so disappointed in the us congress that did not vote to stop this insanity.https://youtube.com/shorts/rXnGwd0TDpE?is=hBgHZLvT2EITg2ec,negative,politics girl short on how the war in iran be go i believe she be correct i be so disappointed in the u congress that do not vote to stop this insanityhttpsyoutubecomshortsrxngwdtdpeishbghzlvteitgec,Neutral
175,RE: https://journa.host/@ScottLucas/116186718091385958Lebanese Health Ministry: 16 people were killed and 35 wounded by #Israel strikes on the Baalbek district of eastern #Lebanon overnight#IranWar,negative,httpsjournahostlebanese health ministry people be kill and wound by strike on the baalbek district of eastern overnight,Positive
176,"RE: https://journa.host/@ScottLucas/116186718091385958#SaudiArabia Defense Minister on #Iran retaliation: ""Such actions undermine regional security and stability. I hope that the Iranian side will exercise wisdom and avoid miscalculation""#IranWar #Israel",neutral,httpsjournahost defense minister on retaliation such action undermine regional security and stability i hope that the iranian side will exercise wisdom and avoid miscalculation,Neutral
177,"RE: https://journa.host/@ScottLucas/116186718091385958#Iran President Pezeshkian responds to #DonaldTrump demand on social media for ""UNCONDITIONAL SURRENDER""The demand is a “dream that they should to take to their grave”Apologizes for Iran attacks on Gulf States - But they continue on Saturday morning#IranWar #Israel",neutral,httpsjournahost president pezeshkian respond to demand on social medium for unconditional surrenderthe demand be a dream that they should to take to their graveapologizes for iran attack on gulf state but they continue on saturday morning,Neutral
178,EA on TVP World: From #Ukraine to #Iran and Back Again (Scott Lucas with Sascha Fahrbach)#UkraineWar #Russia #IranWarhttps://eaworldview.com/2026/03/ukraine-to-iran-and-back-again/,neutral,ea on tvp world from to and back again scott lucas with sascha fahrbach eaworldviewcomukrainetoiranandbackagain,Neutral
179,Pentagon acknowledges tough quest to counter Iranian dronesTrump administration o…#NewsBeep #News #Headlines #BradCooper #circulated-air-force-times #circulated-army-times #circulated-defense-news #circulated-marine-corps-times #circulated-military-times #circulated-navy-times #DanCaine #defensedepartment #Drones #Iran #iranwar #IslamicRepublic #IslamicRevolutionaryGuardCorps #mideast #military-times #Pentagon #PeteHegseth #shahed-136 #Ukraine #unmanned #Worldhttps://www.newsbeep.com/422395/,neutral,pentagon acknowledges tough quest to counter iranian dronestrump administration o airforcetimes armytimes defensenews marinecorpstimes militarytimes navytimes time wwwnewsbeepcom,Neutral
180,"""US and Israeli airstrikes on #Tehran have so far failed to destroy Iran’s military command and control network, according to UK sources.Insiders at the Foreign Office believe the regime’s command structure has been weakened but remains intact despite the killing of Supreme Leader Ali Khamenei on Saturday."" #Iranwar https://www.standard.co.uk/news/world/us-israel-airstrikes-iran-military-command-trump-b1273876.html",neutral,u and israeli airstrikes on have so far fail to destroy iran military command and control network accord to uk sourcesinsiders at the foreign office believe the regime command structure have be weaken but remain intact despite the killing of supreme leader ali khamenei on saturday httpswwwstandardcouknewsworldusisraelairstrikesiranmilitarycommandtrumpbhtml,Neutral
181,The above in addition to broadcasts already in place:  24/7 5860 KWT  1430-1700z 13755 DHA 1700-1900z 12005 WOF 1900-2000z 9515 WOF 2000-2100z 5875 WOF  1430-2100z anywhere between 7460-7520 TAC  1500-1700z 1395 ERV  #shortwave #mediumwave #Iran #IranWar #WARINIRAN,neutral,the above in addition to broadcast already in place kwt z dha z wof z wof z wof z anywhere between tac z erv,Neutral
182,"@SWL on Twente WebSDR chat has shared a schedule of yesterday's expansion of Radio Farda via #USAGM sites  PHT = Tinang, KWT = Kuwait  0300-0900z 21600 PHT 0900-1400z 17840 PHT 1400-2000z 11575 KWT 2000-0300z 9390 KWT  0200-1400z 9365 KWT 1400-0200z 7470 KWT  #shortwave #Iran #IranWar #WARINIRAN",neutral,on twente websdr chat have share a schedule of yesterdays expansion of radio farda via site pht tinang kwt kuwait z pht z pht z kwt z kwt z kwt z kwt,Neutral
183,Day 8 of #IranWar: #US and #Israel Strikes “Turning #Tehran Into #Gaza”#Iran(h/t Deepa Parent of The Guardian)https://eaworldview.com/2026/03/us-israel-strikes-turning-tehran-into-gaza/,neutral,day of and strike turn into ht deepa parent of the guardianhttpseaworldviewcomusisraelstrikesturningtehranintogaza,Neutral
184,Missiles in the Gulf could dim the lights in Dhaka. #Bangladesh #Bangladesheconomy #BangladeshFinances #BangladeshRemittances #BangladeshTextileIndustry #HormuzStrait #IranWar #LNGPrices #Oilprices #SouthAsia https://iwpost.com/missiles-in-the-gulf-could-dim-the-lights-in-dhaka/?fsp_sid=3531,neutral,missile in the gulf could dim the light in dhaka httpsiwpostcommissilesinthegulfcoulddimthelightsindhakafsp_sid,Neutral
